station_id,nearest_station,nearest_line,cluster,quad_mobility_subway_label,quad_hidden_visual_label,quad_temporal_visual_label,quad_signature,axis_mobility_demand_score,axis_observed_subway_score,axis_hidden_gap_score,axis_visual_morphology_score,axis_temporal_dynamics_score,surrounding_total_flow,subway_total_activity,mobility_minus_subway_gap,outer_1km_plus_share
4709,북한산보국문,우이신설선,1,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.6163835073934979,0.03683042391963309,0.6600305849767922,0.03336908351298285,0.45048588432290465,173775205.82999998,29966015,0.4332417352075597,0.1833600673226721
410,상계,4호선,1,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.568384388490399,0.21976421544100835,0.6602732379631254,0.09506476932520937,0.551636119858983,208836382.0,178787776,0.3455111786684361,0.2469349627499292
211,성수,2호선,0,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.6641632204550979,0.40429892297855363,0.48311982373456364,0.7739394120443798,0.756056475183361,271949529.45,328911927,0.3323505225323114,0.0246796342452726
2518,화곡,5호선,4,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.6690332339926919,0.32757551428190124,0.6694406250604641,0.39056489304115793,0.656418156980607,240640177.86,266495286,0.3240581992377714,0.2743958685835722
2626,대흥(서강대앞),6호선,4,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.4146108476358902,0.10313158405045032,0.48998900075108637,0.6593414910122521,0.497168386068447,178231405.17,83903865,0.3790406994660885,0.0
310,구파발,3호선,1,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.6834541379222974,0.21974646067405101,0.6916873086271789,0.1132778066736818,0.5233961975357148,203777136.62,178773332,0.331791330212683,0.2979221372278403
2517,우장산,5호선,1,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.5141715765643367,0.16879373482705107,0.6363181954291813,0.3978676367788937,0.5230927127434399,190743877.69,137321863,0.3473542446488776,0.2142690442543241
333,매봉,3호선,0,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.4640551148043065,0.12205779686276734,0.5201280854535179,0.712170818320654,0.51248129027583,179798030.38,99300869,0.3643684166210259,0.0500060366679084
2544,장한평,5호선,0,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.527192986299711,0.21245681234987662,0.6660326868774452,0.7527570783957285,0.5561547237185791,200298569.81,172842999,0.3296354650204781,0.2659162996047555
413,쌍문,4호선,0,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.6332701925776242,0.3479715560422194,0.5617615087143664,0.5327623588625573,0.6529211675667317,239649333.77,283088037,0.3009716726439251,0.1501808997497218
4109,등촌,9호선,2,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.45438076511251246,0.06325993596997252,0.5413572874208437,0.3568530453747044,0.4678220291288519,166628277.6,51467163,0.3874058380324631,0.0611662331676169
2739,남성,7호선,4,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.4569702888466328,0.1262277000652505,0.4778713430864075,0.39079459671524075,0.48441647629700013,178544655.85,102693202,0.3567951675261577,0.0001881604343746
2826,수진,8호선,1,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.45536879126673435,0.049822419326030896,0.6603301929780618,0.3678429005012098,0.4481755671451558,163953600.81,40535367,0.3935806809513338,0.2123493109513731
221,역삼,2호선,0,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.7380581461834552,0.5206215822465419,0.4743271330760052,0.7787598271006075,0.921787078225768,321518950.32,423543667,0.3506260068103084,0.0
2553,고덕,5호선,2,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.4896568229954239,0.11790859854083179,0.5261375294005517,0.4469106449449504,0.4674039206640183,174606434.02,95925380,0.3544206329764241,0.0650401166700374
4129,봉은사,9호선(연장),2,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.42392420539826936,0.1662446129681263,0.4630500864194174,0.7653228950883221,0.4914401946399806,183475247.15,135248081,0.3301665174659014,0.0
2516,발산,5호선,0,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.46582756510997775,0.21064324477083732,0.45971508570715414,0.681110342525778,0.5271906533678767,191438578.78,171367611,0.3073910887393377,0.0120593448024551
2617,새절(신사),6호선,1,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.4781791084652911,0.14256997844906374,0.5706332350046802,0.1701034097652039,0.47567423296806566,175682743.69,115988103,0.3326818065481394,0.1389221659872632
2522,오목교(목동운동장앞),5호선,0,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.5047130424945018,0.26746243989437035,0.45077515135441126,0.6600511647270827,0.5532357249814158,204464706.26,217591617,0.2859423406702397,0.0158299554930727
424,명동,4호선,4,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.5049797337836417,0.3306774075287295,0.46282550240029596,0.4547211089390785,0.5903910686715195,223023993.25,269018763,0.273122264292377,0.0408375440564845
2554,상일동,5호선,2,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.5490515133475466,0.16479736099358852,0.5947496888198981,0.45703337275025724,0.49173966485459386,178306575.92000002,134070701,0.3175790371408212,0.1813600467798159
2525,영등포시장,5호선,0,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.3922994588159861,0.12280536548024912,0.4657437757962513,0.844853905199207,0.4769943858987635,169277354.28,99909037,0.3350535690832928,0.0
326,압구정,3호선,2,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.5623125374842092,0.3532800936904941,0.42643609307999214,0.7329605750597846,0.6066786453380616,227892489.42,287406681,0.2637392311917464,0.0
416,미아사거리,4호선,1,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.5635129850619831,0.33130418497447234,0.43964281347442313,0.29744867034263545,0.5760546825319821,215883702.2,269528664,0.2531071239640315,0.0249426838854721
2819,문정,8호선,3,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.44447547537465726,0.20229245288038933,0.45507103227105183,0.6446513608788302,0.5285599106598657,179469453.45000002,164574008,0.2832415604523063,0.0233970256178991
341,경찰병원,3호선,3,Hidden Transit Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S-H+V+T+,0.3648852441073111,0.0802146468721961,0.4674190094791486,0.7103529130794035,0.43598071157527823,154711473.7,65260295,0.3380928777541145,0.0
2815,잠실(송파구청),8호선,3,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.3773863020887018,0.18639885727251745,0.43786285855011997,0.8768231398604881,0.4641747610974438,174068740.20000002,151644123,0.2844703493201392,0.0
2740,숭실대입구(살피재),7호선,1,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.4509783777630759,0.1568252887060751,0.44047969002154896,0.31473661595214714,0.4506978626030485,164704799.93,127585197,0.2886175773222462,0.0004329020163972
231,신대방,2호선,4,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.5078685161062717,0.2892305844023706,0.5203846429908221,0.4811701021171395,0.5402579013237566,195200972.85,235300612,0.2390199519244265,0.140723235027668
331,남부터미널(예술의전당),3호선,1,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.5424301249725723,0.33973130859564016,0.4175361146469276,0.4043054167066372,0.5761306895134451,209156551.59,276384365,0.2264134568253413,0.015270891376432
4114,국회의사당,9호선,2,Hidden Transit Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S-H+V+T+,0.38233076883752853,0.09021106743791635,0.45626009791826483,0.7522409273691839,0.4361981689853884,150937096.54,73392663,0.3178477161326796,0.0
2616,구산,6호선,1,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.442254080264904,0.07840413880679267,0.5804275902786599,0.09985679015200649,0.40195958471293586,148916787.91,63787396,0.3241688072007402,0.1578729688570006
2551,굽은다리(강동구민회관앞),5호선,0,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.3892215422936924,0.11573000357355863,0.46490159275970383,0.5556386608321184,0.4229400602413795,155152599.10999998,94153032,0.3037753293025735,0.0214512339405952
2546,아차산(어린이대공원후문),5호선,1,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.459299334383057,0.17879928230669118,0.4376953424764118,0.18664426047574306,0.4573472067971538,166789824.09,145461656,0.2723051463596229,0.0085524917828936
2618,증산(명지대앞),6호선,1,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.41690555329414747,0.1131617440819311,0.6657858301175327,0.29251189475274897,0.4178547037290954,153862445.64000002,92063681,0.302840375343174,0.2849137724781065
318,안국,3호선,1,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.47954538464607827,0.2576360122490044,0.46141071849940096,0.2105423421905686,0.47463487056376086,183576844.96,209597543,0.2390509914224815,0.0635536211690649
2550,길동,5호선,3,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.36057885020419445,0.09833227042584498,0.45202403766131466,0.6770126539559163,0.4162277932647817,151097624.98,79999489,0.3101624034503287,0.0
327,신사,3호선,0,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.4726647891267664,0.330885748238115,0.4007862173452654,0.6944077696704352,0.5497420712973549,202507190.72,269188254,0.2172036997480206,0.0
154,종로5가,1호선,5,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.375093407968562,0.1850538107541,0.42654421549431043,0.8103463387007546,0.45847045119354146,166010835.2,150549890,0.2639353933121137,0.0
2528,여의나루,5호선,2,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.4107983898945878,0.13560689909483226,0.4494154298748174,0.6577836951476502,0.42639555578821886,156345624.33,110323443,0.2871379103980769,0.0131891677738775
225,방배,2호선,4,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.4633482523224799,0.20693833355559366,0.4226669060685787,0.3575627918652178,0.4725140366860852,170169907.48999998,168353562,0.2533441920641576,0.0025645722938742
2747,남구로,7호선,0,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.39662176902006296,0.1437484148440438,0.4361619339671566,0.6412768911341571,0.4539475804706198,157225083.44,116946794,0.2813844306890896,0.0
417,길음,4호선,4,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.4496865895488457,0.2555356936289926,0.40689073408622267,0.519633564740694,0.4871131796882035,178836222.14,207888875,0.2282788774091335,0.0
2825,신흥,8호선,1,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.4074120230443081,0.049173480381155224,0.5742608743183802,0.34785737461292415,0.3768928452018217,139196890.49,40007437,0.327006578131878,0.1477597740696484
2728,어린이대공원(세종대),7호선,0,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.3998718378836126,0.16365630868386696,0.42649153722434374,0.6049810830889366,0.42392696478892117,158095427.09,133142423,0.2638398212589081,0.0
317,경복궁(정부서울청사),3호선,1,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.5004034158868548,0.25372852287958814,0.5136854733375746,0.24211817344206943,0.4632673989060351,175745775.44,206418691,0.2216944151467518,0.1444521099095615
4110,염창,9호선,2,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.3971750459902583,0.10385677359792204,0.5872450947635376,0.49420576329475774,0.40345171521688916,146291421.26,84493827,0.2915873927907348,0.1902839315541694
313,녹번,3호선,1,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.5107756414624636,0.15580752164329018,0.6342164664409409,0.006521093439113281,0.4243199070822295,155135963.88,126757215,0.2636526408226141,0.2718720703126236
4132,석촌고분,9호선(연장),0,Hidden Transit Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S-H+V+T+,0.35316204858338174,0.05132027804078144,0.4572299539667236,0.7586399433937067,0.3824076467935427,137262517.05,41753917,0.3196072867093837,0.0
2717,하계,7호선,1,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.44526494563539054,0.20919015894667484,0.4360326183795468,0.17920778729642317,0.43774824578770666,164332297.23,170185485,0.2352412332535103,0.0331020448913126
2622,망원,6호선,2,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.3952726797300586,0.17312006780265732,0.44482981820544953,0.6770380160306654,0.42244726767388346,157131800.04999998,140841456,0.2517594810226004,0.0326998154947948
2813,강동구청,8호선,2,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.39553265634403784,0.12222993967840053,0.4404152728188489,0.670193600603771,0.4106693743405561,147096886.68,99440912,0.2754013442581255,0.0098781009088315
428,삼각지,4호선,3,Hidden Transit Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S-H+V+T+,0.3039548733088254,0.06411989899838691,0.449502321730577,0.706981644696041,0.383555416987353,136813104.95999998,52166767,0.3055873562960804,0.0
2624,상수,6호선,2,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.35457518030938806,0.12238327429068185,0.438437383072248,0.6636828774612956,0.3601514825455641,145193537.22,99565654,0.2700797567322762,0.0111277990806979
2534,광화문(세종문화회관),5호선,5,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.44339759276900786,0.3793205509066211,0.3757719972173766,0.7843446682536139,0.5950487484057614,203631362.42,308591322,0.1718214125455266,0.0
2725,용마산,7호선,1,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.3838548565777046,0.06879528941399174,0.7566801723407,0.20781342302123942,0.3634161496826315,135937264.54,55970328,0.2985337558367532,0.406923223276448
412,창동,4호선,0,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.43560538707439933,0.2777878485231775,0.38880328919541407,0.7145226261761259,0.4744745412834264,174946050.07,225991626,0.1954635581788218,0.0
2549,강동,5호선,0,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.3814349284041981,0.2215316555356361,0.3988698595254242,0.8141205081162752,0.44769873452801273,160954161.87,180225638,0.2137269293143177,0.0
419,한성대입구(삼선교),4호선,1,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.4585631553079694,0.1681960922114399,0.599886438322927,0.12040206831848635,0.40342590307178144,150057340.69,136835664,0.2374738495670708,0.2458389798217875
2515,마곡,5호선,3,Hidden Transit Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S-H+V+T+,0.35876716482017545,0.09753928849728329,0.5027270174136814,0.7582181273418386,0.3843152411358851,137164328.92,79354376,0.2731216614773952,0.0930354796358376
2729,건대입구,7호선,0,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.33749054795386085,0.16790451773474738,0.40930488612054844,0.8561076596185927,0.39239668274494705,148176678.8,136598460,0.2326587757394479,0.0
338,일원,3호선,1,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.49006122480537495,0.10517860886845422,0.7151973392619042,0.23699311830867048,0.3687780155239372,137677827.02,85569177,0.266876666272049,0.3754832174427792
4111,신목동,9호선,2,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.348371421712541,0.022950877005896087,0.6229169711828518,0.6349969193021249,0.33766623441068744,125987174.22,18674615,0.3173602273110782,0.2183650842264283
415,미아(서울사이버대학),4호선,1,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.4079429334609293,0.18126847452553008,0.5754632694927234,0.3117552863960929,0.4145341412464912,149639325.46,147470413,0.2232664111449114,0.2241337751082374
202,을지로입구,2호선,0,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.5389963515322589,0.5134405042485588,0.37284265655225574,0.866851364288387,0.7174314101033331,251067436.83,417701659,0.1665068283330752,0.0
2642,월곡(동덕여대),6호선,4,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.37387164132741424,0.13662755358129366,0.4161293559434972,0.35364467045550346,0.39043336329225536,141217859.31,111153774,0.2450401351392764,0.0
411,노원,4호선,0,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.3905035956621521,0.26780277729028173,0.44444810554948,0.6756462216470043,0.43689493972879634,165253309.7,217868491,0.1791294827124508,0.0845697963046606
2543,답십리,5호선,0,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.37168860246932633,0.17662966306001637,0.5295004633138758,0.61639548911011,0.409620114216428,146660977.34,143696610,0.2198179760630624,0.1664936139310743
2756,신중동,7호선,0,Hidden Transit Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S-H+V+T+,0.3692573591780348,0.07840638703919123,0.7330999316481187,0.7082058740541685,0.39347198273123457,130515006.01,63789225,0.2741993485751872,0.3936226778096595
152,종각,1호선,5,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.34630419758928466,0.2576051663529903,0.37929665319674083,0.9099365662917541,0.46283922162584057,161161367.39,209572449,0.1782160532390078,0.0
2733,학동,7호선,0,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.3745533365563201,0.23398846100191437,0.3847900665808916,0.8469149860208749,0.4447353681918868,156134300.39,190359598,0.1881825308124421,0.0
2811,암사,8호선,2,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.41240874543551553,0.20594014541333605,0.4080908262012734,0.26501745600429794,0.4007709260188147,150583863.26,167541508,0.2011594874774215,0.0211241454504837
2521,목동,5호선,0,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.40446974385648576,0.20922027100193333,0.5722566992970887,0.7193503174150068,0.41715814596876083,151060745.16,170209982,0.1991742613914635,0.2373105392935161
2529,마포,5호선,2,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.3553940327458994,0.14932889150463988,0.40599130840060915,0.6102814437565492,0.3836861406076743,139121732.04,121486668,0.2266470857892819,0.0
414,수유(강북구청),4호선,0,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.5208143240582848,0.4220697680549524,0.40242667860078524,0.4925059136054465,0.5461496200384295,203488513.32,343369007,0.1286843106220707,0.0659722319013107
425,회현(남대문시장),4호선,4,Observed Core Demand,Low Visual / Low Hidden,Dynamic Behavioral Area,M+S+H-V-T+,0.3698315252420367,0.2801979241533098,0.36975194229182196,0.5201349551134988,0.4393449216177892,163083128.9,227952290,0.1608415434440969,4.17679011062928e-05
229,봉천,2호선,4,Observed Core Demand,Low Visual / Low Hidden,Dynamic Behavioral Area,M+S+H-V-T+,0.4011295351825056,0.26233046039840224,0.37166750345854327,0.5649720252388561,0.440710899315039,157804166.3,213416608,0.1643747956359496,0.0
215,잠실나루,2호선,2,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,0.35290789498888286,0.1718474859077284,0.39231451961871716,0.7274220027552494,0.3738673409532316,138266495.53,139806175,0.2018062280932524,1.99103910853276e-05
2718,공릉(서울과학기술대),7호선,4,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.35281547342211494,0.1412574237442009,0.40776770227061254,0.4253700257150607,0.3645679816117925,133150589.4,114920303,0.2185048334762091,0.0081947151335704
2714,마들,7호선,4,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.35065516635455146,0.13670478755508644,0.40284245962536025,0.5071714867978788,0.3678311234642218,132368658.65,111216606,0.2209342568965576,0.0
2557,방이,5호선,3,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.3036512518061183,0.08908070683153146,0.4163157125711788,0.6619170039570677,0.34533980026894107,123831956.28,72473083,0.2453782344266534,0.0
4106,양천향교,9호선,2,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.4111154103516545,0.05038819948565336,0.5132936255945206,0.4783698983580875,0.32591914460045246,118123776.11,40995645,0.2685710558689385,0.1101394570038521
2640,안암(고대병원앞),6호선,4,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,0.3143926007361606,0.13693554666932994,0.3980745855358947,0.5775983021527779,0.34185521317200446,129267985.31,111404335,0.2122840959014438,0.0
2641,고려대(종암),6호선,4,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,0.33008118278518567,0.09980824298539784,0.4082891390756227,0.45121555088458304,0.3364466649922315,122419705.0,81200234,0.2308159469851542,0.0
2748,가산디지털단지,7호선,0,Observed Core Demand,Visually Dense but Transit-Captured,Dynamic Dense Urban Area,M+S+H-V+T+,0.3981143985622419,0.3420145944897333,0.35857667785152086,0.7244252415564456,0.5142380691795447,166908127.43,278241882,0.1094110687131117,0.022506314388887
2746,대림(구로구청),7호선,0,Hidden Transit Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S-H+V+T+,0.2929462382962906,0.08945379171750867,0.411408778684079,0.8169366029416534,0.3304844995397503,120690785.42,72776598,0.23647578286872,0.0
